h3_index,geometry,centroid_lat,centroid_lon,population,population_density,median_income,income_band,age_median,target_age_fit,target_income_fit,road_length_km,road_density,highway_distance_km,highway_access_score,poi_count,competitor_count_500m,competitor_count_1km,competitor_count_2km,competitor_count_5km,complementary_count_500m,complementary_count_1km,complementary_count_2km,anchor_count_500m,anchor_count_1km,anchor_distance_km,competition_score,complementary_score,anchor_score,dominant_zone_class,commercial_area_pct,industrial_area_pct,residential_area_pct,flood_zone,in_sfha,flood_score,aqi,air_quality_score,human_evaluation_score
88489e3813fffff,"POLYGON((-97.468862 30.250646, -97.463926 30.253383, -97.464242 30.258520, -97.469495 30.260921, -97.474431 30.258184, -97.474114 30.253047, -97.468862 30.250646))",30.255784,-97.469178,384,521.03,68308,lower_middle,40.2,0.7666,0.9397,0.221,0.3,11.673,0.0143,2,0,0,0,0,0,0,1,0,0,17.709,0.4305,0.2051,0.0726,agricultural,10.26,2.67,40.41,X,False,0.7875,56.3,0.747,2.7
88489e3815fffff,"POLYGON((-97.453108 30.243443, -97.448173 30.246179, -97.448488 30.251316, -97.453739 30.253718, -97.458675 30.250981, -97.458359 30.245844, -97.453108 30.243443))",30.24858,-97.453424,413,560.38,70454,middle,45.37,0.5691,0.9163,2.086,2.83,13.111,0.0,3,0,0,0,0,0,0,0,0,0,19.039,0.3845,0.0,0.0437,agricultural,0.0,0.0,34.24,X,False,0.8416,51.4,0.7483,4.9
88489e3817fffff,"POLYGON((-97.458675 30.250981, -97.453739 30.253718, -97.454055 30.258855, -97.459306 30.261256, -97.464242 30.258520, -97.463926 30.253383, -97.458675 30.250981))",30.256119,-97.458991,408,553.6,63039,lower_middle,40.79,0.8088,0.9228,1.68,2.279,12.756,0.0323,6,0,1,1,1,0,1,1,0,0,18.352,0.6048,0.1707,0.0988,agricultural,9.56,0.0,4.19,X,False,0.8754,48.6,0.7983,3.6
88489e3819fffff,"POLYGON((-97.467914 30.235233, -97.462979 30.237970, -97.463295 30.243108, -97.468546 30.245509, -97.473481 30.242772, -97.473165 30.237634, -97.467914 30.235233))",30.240371,-97.46823,353,478.97,67831,lower_middle,46.77,0.5243,0.9705,0.221,0.3,12.049,0.0477,5,0,0,0,0,0,0,0,1,1,17.629,0.454,0.0,0.0509,agricultural,19.05,0.0,28.36,X,False,0.8736,59.1,0.6656,3.5
88489e381bfffff,"POLYGON((-97.473481 30.242772, -97.468546 30.245509, -97.468862 30.250646, -97.474114 30.253047, -97.479050 30.250310, -97.478733 30.245172, -97.473481 30.242772))",30.247909,-97.473798,440,597.01,76395,middle,41.95,0.686,0.9739,0.846,1.149,11.295,0.0517,1,0,0,0,0,0,0,0,0,0,17.307,0.3178,0.0471,0.051,industrial,10.76,33.03,17.07,X,False,0.7864,43.3,0.8319,4.3
88489e381dfffff,"POLYGON((-97.457728 30.235569, -97.452793 30.238305, -97.453108 30.243443, -97.458359 30.245844, -97.463295 30.243108, -97.462979 30.237970, -97.457728 30.235569))",30.240707,-97.458043,297,402.99,86090,middle,41.2,0.7845,0.7286,0.655,0.889,12.73,0.011,12,0,0,0,0,0,1,3,0,0,18.533,0.4198,0.466,0.0788,residential,21.8,0.0,39.38,X,False,0.9198,56.9,0.7057,4.1
88489e3821fffff,"POLYGON((-97.416989 30.236904, -97.412054 30.239638, -97.412367 30.244775, -97.417616 30.247178, -97.422552 30.244443, -97.422238 30.239306, -97.416989 30.236904))",30.242041,-97.417302,220,298.51,62858,lower_middle,43.55,0.693,0.99,2.012,2.729,16.529,0.0073,4,0,0,0,0,0,0,0,0,0,22.582,0.4588,0.0541,0.0027,agricultural,0.0,6.13,21.1,X,False,0.9478,56.5,0.7169,3.4
88489e3823fffff,"POLYGON((-97.422552 30.244443, -97.417616 30.247178, -97.417930 30.252315, -97.423180 30.254717, -97.428116 30.251983, -97.427801 30.246846, -97.422552 30.244443))",30.24958,-97.422866,365,495.25,77663,middle,41.72,0.778,0.9274,0.221,0.3,15.83,0.0007,3,0,0,0,0,0,0,2,0,0,22.153,0.4219,0.299,0.0381,residential,14.31,22.43,30.67,X,False,0.8171,45.0,0.8562,3.5
88489e3825fffff,"POLYGON((-97.406805 30.237236, -97.401870 30.239970, -97.402183 30.245106, -97.407432 30.247509, -97.412367 30.244775, -97.412054 30.239638, -97.406805 30.237236))",30.242373,-97.407118,333,451.83,79587,middle,45.59,0.5625,0.8281,1.101,1.494,17.117,0.0,1,0,0,0,0,0,0,0,0,0,23.758,0.4376,0.0524,0.0218,agricultural,14.14,16.9,8.84,X,False,0.8362,58.4,0.6355,3.6
88489e3827fffff,"POLYGON((-97.412367 30.244775, -97.407432 30.247509, -97.407745 30.252646, -97.412994 30.255049, -97.417930 30.252315, -97.417616 30.247178, -97.412367 30.244775))",30.249912,-97.412681,303,411.13,72769,middle,38.06,0.8506,0.8799,1.611,2.187,16.791,0.0,5,0,0,0,0,0,0,1,1,1,22.928,0.4557,0.1766,0.0366,agricultural,0.0,0.0,40.03,X,False,0.9284,57.1,0.6907,3.0
88489e3829fffff,"POLYGON((-97.421610 30.229032, -97.416675 30.231767, -97.416989 30.236904, -97.422238 30.239306, -97.427173 30.236571, -97.426858 30.231434, -97.421610 30.229032))",30.234169,-97.421924,435,590.23,81041,middle,41.9,0.5877,0.7525,0.221,0.3,15.957,0.0146,3,0,0,0,0,0,0,0,0,0,22.054,0.3627,0.0058,0.0,industrial,0.0,47.49,14.7,X,False,0.8468,45.4,0.8689,3.9
88489e382bfffff,"POLYGON((-97.427173 30.236571, -97.422238 30.239306, -97.422552 30.244443, -97.427801 30.246846, -97.432737 30.244111, -97.432422 30.238973, -97.427173 30.236571))",30.241709,-97.427487,594,805.97,64800,lower_middle,40.82,0.794,0.9993,0.525,0.712,15.319,0.0341,8,0,0,0,0,0,0,1,0,0,21.622,0.4471,0.1667,0.0554,industrial,0.0,22.78,0.0,X,False,0.9428,52.3,0.754,3.3
88489e382dfffff,"POLYGON((-97.411426 30.229364, -97.406492 30.232098, -97.406805 30.237236, -97.412054 30.239638, -97.416989 30.236904, -97.416675 30.231767, -97.411426 30.229364))",30.234501,-97.41174,211,286.3,76790,middle,37.06,0.9,0.8842,0.73,0.99,16.939,0.0528,6,0,0,0,0,0,1,2,0,0,23.165,0.3585,0.3415,0.0,agricultural,0.0,0.0,37.05,X,False,0.7926,55.5,0.678,3.3
88489e3831fffff,"POLYGON((-97.438302 30.251650, -97.433366 30.254385, -97.433680 30.259522, -97.438931 30.261924, -97.443867 30.259189, -97.443552 30.254052, -97.438302 30.251650))",30.256787,-97.438616,423,573.95,81505,middle,49.66,0.3722,0.8026,0.641,0.869,14.718,0.0,3,0,0,0,2,0,0,1,0,0,20.594,0.4627,0.2091,0.0091,commercial,28.17,19.03,22.43,X,False,0.8485,53.4,0.7383,3.7
88489e3833fffff,"POLYGON((-97.443867 30.259189, -97.438931 30.261924, -97.439246 30.267061, -97.444497 30.269463, -97.449434 30.266728, -97.449119 30.261590, -97.443867 30.259189))",30.264326,-97.444182,546,740.84,68659,lower_middle,47.16,0.4742,1.0,0.221,0.3,14.259,0.0137,5,0,0,0,0,1,1,1,1,2,19.998,0.4051,0.1841,0.004,industrial,21.55,35.2,0.0,X,False,0.8346,50.7,0.8046,5.2
88489e3835fffff,"POLYGON((-97.428116 30.251983, -97.423180 30.254717, -97.423494 30.259854, -97.428744 30.262257, -97.433680 30.259522, -97.433366 30.254385, -97.428116 30.251983))",30.25712,-97.42843,167,226.59,75967,middle,43.17,0.6632,0.877,0.221,0.3,15.271,0.0319,5,0,0,0,0,0,0,0,0,1,21.73,0.3954,0.0,0.0225,industrial,0.0,22.46,3.08,X,False,0.8058,42.9,0.8474,3.8
88489e3837fffff,"POLYGON((-97.433680 30.259522, -97.428744 30.262257, -97.429059 30.267394, -97.434310 30.269796, -97.439246 30.267061, -97.438931 30.261924, -97.433680 30.259522))",30.264659,-97.433995,518,702.85,71312,middle,38.28,0.7962,0.8825,1.146,1.554,14.901,0.0565,4,0,0,0,0,1,1,1,0,0,21.019,0.4344,0.1785,0.0302,residential,18.07,7.9,37.45,X,False,0.6006,52.1,0.8087,3.2
88489e3839fffff,"POLYGON((-97.442922 30.243777, -97.437987 30.246513, -97.438302 30.251650, -97.443552 30.254052, -97.448488 30.251316, -97.448173 30.246179, -97.442922 30.243777))",30.248914,-97.443237,280,379.92,80328,middle,39.01,0.8375,0.7637,0.221,0.3,13.977,0.0096,7,0,0,0,0,0,1,1,1,1,20.325,0.3925,0.172,0.0285,residential,15.53,14.3,32.39,AE,True,0.3246,57.9,0.6921,2.0
88489e383bfffff,"POLYGON((-97.448488 30.251316, -97.443552 30.254052, -97.443867 30.259189, -97.449119 30.261590, -97.454055 30.258855, -97.453739 30.253718, -97.448488 30.251316))",30.256453,-97.448803,713,967.44,74266,middle,42.36,0.6587,0.9722,0.672,0.911,13.799,0.019,4,0,0,0,0,0,0,0,1,1,19.22,0.3931,0.0816,0.0519,industrial,0.0,24.74,14.63,X,False,0.8875,50.4,0.728,3.2
88489e383dfffff,"POLYGON((-97.432737 30.244111, -97.427801 30.246846, -97.428116 30.251983, -97.433366 30.254385, -97.438302 30.251650, -97.437987 30.246513, -97.432737 30.244111))",30.249248,-97.433051,218,295.79,77924,middle,36.11,0.9715,0.8666,0.951,1.291,14.882,0.0456,6,0,0,0,0,0,0,1,0,0,21.091,0.3937,0.1591,0.0301,agricultural,0.0,0.0,0.0,AO,True,0.2975,47.2,0.7642,1.7
88489e3841fffff,"POLYGON((-97.445652 30.205077, -97.440718 30.207814, -97.441033 30.212952, -97.446282 30.215353, -97.451216 30.212617, -97.450901 30.207479, -97.445652 30.205077))",30.210215,-97.445967,354,480.33,58645,lower_middle,42.18,0.8011,0.8761,0.221,0.3,13.668,0.0143,14,0,0,1,1,1,1,2,0,0,19.729,0.5923,0.3597,0.0511,agricultural,44.9,0.61,0.99,X,False,0.9049,44.9,0.8221,3.4
88489e3843fffff,"POLYGON((-97.451216 30.212617, -97.446282 30.215353, -97.446597 30.220491, -97.451846 30.222892, -97.456781 30.220156, -97.456465 30.215018, -97.451216 30.212617))",30.217755,-97.451531,480,651.29,78471,middle,41.61,0.7327,0.8808,0.221,0.3,13.564,0.007,5,0,0,0,0,0,0,1,0,0,19.179,0.4057,0.169,0.0107,agricultural,31.81,0.0,23.9,X,False,0.7876,58.0,0.6422,2.6
88489e3845fffff,"POLYGON((-97.435469 30.205412, -97.430536 30.208148, -97.430850 30.213286, -97.436099 30.215688, -97.441033 30.212952, -97.440718 30.207814, -97.435469 30.205412))",30.21055,-97.435784,320,434.19,72178,middle,37.02,0.9302,0.8777,0.221,0.3,14.496,0.0343,3,0,0,0,0,0,0,0,0,0,20.741,0.4313,0.0377,0.0095,industrial,14.21,25.98,17.58,X,False,0.9228,56.1,0.7041,4.4
88489e3847fffff,"POLYGON((-97.441033 30.212952, -97.436099 30.215688, -97.436413 30.220826, -97.441662 30.223227, -97.446597 30.220491, -97.446282 30.215353, -97.441033 30.212952))",30.21809,-97.441347,334,453.19,64823,lower_middle,38.11,0.9778,0.9269,0.975,1.323,14.283,0.0561,2,0,0,0,0,0,0,0,0,0,19.768,0.436,0.0,0.0841,agricultural,36.51,5.78,17.53,X,False,0.7513,53.5,0.7637,3.7
88489e3849fffff,"POLYGON((-97.450270 30.197203, -97.445337 30.199939, -97.445652 30.205077, -97.450901 30.207479, -97.455834 30.204742, -97.455519 30.199604, -97.450270 30.197203))",30.202341,-97.450585,497,674.36,84409,middle,46.46,0.4104,0.7595,0.221,0.3,13.245,0.0139,5,0,0,0,0,1,1,1,0,0,19.446,0.4009,0.1731,0.038,agricultural,0.0,15.12,30.87,X,False,0.8549,54.2,0.7374,3.2
88489e384bfffff,"POLYGON((-97.455834 30.204742, -97.450901 30.207479, -97.451216 30.212617, -97.456465 30.215018, -97.461399 30.212281, -97.461084 30.207143, -97.455834 30.204742))",30.20988,-97.45615,218,295.79,91464,middle,40.34,0.7724,0.7559,1.431,1.942,12.873,0.0199,2,0,0,0,1,0,0,0,0,0,18.596,0.4363,0.0143,0.0,agricultural,18.16,0.0,0.0,X,False,0.8915,52.8,0.7376,3.7
88489e384dfffff,"POLYGON((-97.440088 30.197538, -97.435155 30.200274, -97.435469 30.205412, -97.440718 30.207814, -97.445652 30.205077, -97.445337 30.199939, -97.440088 30.197538))",30.202676,-97.440403,454,616.01,71840,middle,39.46,0.8686,0.9392,0.985,1.337,14.544,0.0355,4,0,0,0,0,0,0,0,0,0,20.213,0.3913,0.0064,0.0108,commercial,29.25,24.61,15.09,X,False,0.8891,56.4,0.6407,4.9
88489e3851fffff,"POLYGON((-97.466966 30.219820, -97.462031 30.222557, -97.462347 30.227695, -97.467598 30.230095, -97.472532 30.227358, -97.472216 30.222220, -97.466966 30.219820))",30.224958,-97.467282,428,580.73,81491,middle,38.92,0.8718,0.8509,1.577,2.14,11.933,0.0734,4,0,0,0,0,0,0,0,0,0,17.421,0.4298,0.0017,0.0775,industrial,12.82,34.85,16.13,X,False,0.82,64.4,0.6706,4.9
88489e3853fffff,"POLYGON((-97.472532 30.227358, -97.467598 30.230095, -97.467914 30.235233, -97.473165 30.237634, -97.478100 30.234897, -97.477784 30.229759, -97.472532 30.227358))",30.232496,-97.472849,371,503.39,59425,lower_middle,46.68,0.5342,0.9802,1.167,1.583,11.393,0.0712,4,0,0,0,1,0,0,0,0,0,17.058,0.437,0.009,0.0775,residential,0.0,21.4,38.51,X,False,0.8884,69.7,0.6217,4.1
88489e3855fffff,"POLYGON((-97.456781 30.220156, -97.451846 30.222892, -97.452162 30.228030, -97.457412 30.230431, -97.462347 30.227695, -97.462031 30.222557, -97.456781 30.220156))",30.225294,-97.457096,420,569.88,70326,middle,41.73,0.7916,0.9961,0.221,0.3,13.067,0.0243,4,0,0,0,0,0,0,0,0,0,18.614,0.3458,0.0071,0.053,industrial,0.0,48.28,0.0,X,False,0.8227,67.3,0.6013,4.3
88489e3857fffff,"POLYGON((-97.462347 30.227695, -97.457412 30.230431, -97.457728 30.235569, -97.462979 30.237970, -97.467914 30.235233, -97.467598 30.230095, -97.462347 30.227695))",30.232832,-97.462663,376,510.18,65019,lower_middle,34.07,0.8927,1.0,0.221,0.3,12.3,0.0324,9,0,0,0,0,1,2,2,0,0,18.165,0.4711,0.2732,0.087,agricultural,22.4,13.16,0.0,X,False,0.88,60.2,0.6346,4.0
88489e3859fffff,"POLYGON((-97.471584 30.211944, -97.466649 30.214682, -97.466966 30.219820, -97.472216 30.222220, -97.477151 30.219483, -97.476834 30.214345, -97.471584 30.211944))",30.217082,-97.4719,489,663.5,65366,lower_middle,35.71,0.9372,1.0,1.533,2.08,11.66,0.0767,6,0,0,0,0,0,0,0,0,0,16.789,0.3794,0.0,0.052,industrial,20.62,20.99,19.76,X,False,0.8399,53.9,0.7969,4.4
88489e385bfffff,"POLYGON((-97.477151 30.219483, -97.472216 30.222220, -97.472532 30.227358, -97.477784 30.229759, -97.482718 30.227021, -97.482402 30.221883, -97.477151 30.219483))",30.224621,-97.477467,379,514.25,77241,middle,41.48,0.7,0.8325,0.221,0.3,11.02,0.0188,6,0,0,0,0,0,1,2,1,1,16.4,0.4753,0.3487,0.0732,agricultural,21.52,0.0,0.0,X,False,0.8953,55.2,0.7086,3.6
88489e385dfffff,"POLYGON((-97.461399 30.212281, -97.456465 30.215018, -97.456781 30.220156, -97.462031 30.222557, -97.466966 30.219820, -97.466649 30.214682, -97.461399 30.212281))",30.217419,-97.461715,344,466.76,68529,lower_middle,48.64,0.3528,0.9554,0.221,0.3,12.537,0.017,10,0,1,2,2,1,2,2,0,1,18.277,0.8056,0.3392,0.0933,agricultural,38.58,7.58,0.0,X,False,0.8859,51.6,0.7238,4.5
88489e3861fffff,"POLYGON((-97.420668 30.213619, -97.415734 30.216355, -97.416047 30.221492, -97.421296 30.223894, -97.426230 30.221159, -97.425916 30.216022, -97.420668 30.213619))",30.218757,-97.420982,413,560.38,74087,middle,41.95,0.6874,0.8835,0.221,0.3,16.026,0.0,4,0,0,0,0,0,0,0,0,0,22.153,0.4357,0.0,0.0,residential,0.0,28.59,35.66,X,False,0.8427,50.1,0.7575,4.6
88489e3863fffff,"POLYGON((-97.426230 30.221159, -97.421296 30.223894, -97.421610 30.229032, -97.426858 30.231434, -97.431793 30.228699, -97.431479 30.223561, -97.426230 30.221159))",30.226297,-97.426544,488,662.14,77455,middle,45.14,0.5914,0.7848,0.359,0.487,15.393,0.0,3,0,0,0,0,0,0,0,0,0,21.816,0.4064,0.0433,0.0,agricultural,46.03,1.63,0.0,X,False,0.873,59.0,0.6948,2.7
88489e3865fffff,"POLYGON((-97.410486 30.213952, -97.405552 30.216687, -97.405865 30.221824, -97.411113 30.224227, -97.416047 30.221492, -97.415734 30.216355, -97.410486 30.213952))",30.219089,-97.410799,395,535.96,65880,lower_middle,49.37,0.4214,1.0,0.687,0.932,17.189,0.0041,5,0,0,0,0,0,0,1,0,0,22.906,0.3888,0.2017,0.0868,industrial,9.86,22.3,19.88,X,False,0.913,59.9,0.6604,4.2
88489e3867fffff,"POLYGON((-97.416047 30.221492, -97.411113 30.224227, -97.411426 30.229364, -97.416675 30.231767, -97.421610 30.229032, -97.421296 30.223894, -97.416047 30.221492))",30.226629,-97.416361,285,386.7,80084,middle,47.58,0.4398,0.8428,1.339,1.817,16.761,0.021,1,0,0,0,0,0,0,0,0,0,22.394,0.4945,0.0155,0.0016,agricultural,0.0,0.0,16.97,X,False,0.8496,55.0,0.7694,3.8
88489e3869fffff,"POLYGON((-97.425288 30.205746, -97.420354 30.208482, -97.420668 30.213619, -97.425916 30.216022, -97.430850 30.213286, -97.430536 30.208148, -97.425288 30.205746))",30.210884,-97.425602,359,487.11,67654,lower_middle,46.75,0.4758,0.8752,0.221,0.3,15.824,0.0,8,0,0,0,0,0,0,1,0,0,22.01,0.4445,0.1672,0.0229,residential,6.15,3.11,54.03,X,False,0.7815,48.8,0.7843,3.2
88489e386bfffff,"POLYGON((-97.430850 30.213286, -97.425916 30.216022, -97.426230 30.221159, -97.431479 30.223561, -97.436413 30.220826, -97.436099 30.215688, -97.430850 30.213286))",30.218424,-97.431164,471,639.08,78961,middle,44.7,0.4979,0.8677,1.841,2.498,15.015,0.0468,7,0,0,0,0,0,1,2,0,0,21.42,0.4701,0.2457,0.016,agricultural,1.86,5.48,35.95,X,False,0.9007,52.2,0.8187,3.4
88489e386dfffff,"POLYGON((-97.415106 30.206080, -97.410173 30.208815, -97.410486 30.213952, -97.415734 30.216355, -97.420668 30.213619, -97.420354 30.208482, -97.415106 30.206080))",30.211217,-97.41542,324,439.62,72350,middle,41.11,0.8088,0.9175,1.029,1.396,16.505,0.0,2,0,0,0,0,0,1,1,0,0,22.508,0.4489,0.2073,0.0,agricultural,0.0,15.33,22.04,X,False,0.8932,49.7,0.725,4.7
88489e3881fffff,"POLYGON((-97.480951 30.281134, -97.476013 30.283871, -97.476330 30.289008, -97.481584 30.291408, -97.486522 30.288672, -97.486205 30.283535, -97.480951 30.281134))",30.286271,-97.481267,612,830.39,53383,lower_middle,41.37,0.7696,0.8805,0.56,0.76,10.549,0.0527,3,0,0,0,0,0,0,0,0,0,15.885,0.483,0.0,0.0653,agricultural,13.99,10.57,26.15,X,False,0.9132,50.2,0.7811,3.9
88489e3883fffff,"POLYGON((-97.486522 30.288672, -97.481584 30.291408, -97.481901 30.296545, -97.487156 30.298946, -97.492094 30.296209, -97.491776 30.291072, -97.486522 30.288672))",30.293809,-97.486839,684,928.09,78817,middle,36.6,0.9815,0.7989,0.221,0.3,10.195,0.0706,1,0,0,0,0,0,0,0,0,0,15.567,0.3827,0.0,0.0936,industrial,14.43,29.82,0.0,X,False,0.8825,55.9,0.7056,4.4
88489e3885fffff,"POLYGON((-97.470760 30.281470, -97.465823 30.284206, -97.466139 30.289343, -97.471393 30.291744, -97.476330 30.289008, -97.476013 30.283871, -97.470760 30.281470))",30.286607,-97.471076,404,548.17,71645,middle,38.72,0.8606,0.8619,1.896,2.572,11.437,0.0755,1,0,0,0,0,0,0,0,0,0,17.207,0.3947,0.0039,0.0556,agricultural,0.0,19.04,0.0,X,False,0.8968,46.3,0.8214,4.0
88489e3887fffff,"POLYGON((-97.476330 30.289008, -97.471393 30.291744, -97.471709 30.296880, -97.476963 30.299281, -97.481901 30.296545, -97.481584 30.291408, -97.476330 30.289008))",30.294145,-97.476647,299,405.7,68105,lower_middle,40.98,0.824,1.0,0.276,0.374,11.12,0.0119,6,0,0,0,0,0,0,1,0,1,16.419,0.4079,0.1361,0.1184,agricultural,31.43,0.0,7.14,X,False,0.9322,49.5,0.7649,3.6
88489e3889fffff,"POLYGON((-97.485570 30.273260, -97.480634 30.275997, -97.480951 30.281134, -97.486205 30.283535, -97.491142 30.280798, -97.490824 30.275661, -97.485570 30.273260))",30.278398,-97.485887,522,708.28,74752,middle,40.81,0.706,0.8706,0.403,0.547,10.06,0.0859,7,0,0,0,0,0,0,0,0,0,15.64,0.4,0.0,0.0772,industrial,14.12,35.0,4.89,X,False,0.9372,52.4,0.8025,4.6
88489e388bfffff,"POLYGON((-97.491142 30.280798, -97.486205 30.283535, -97.486522 30.288672, -97.491776 30.291072, -97.496714 30.288335, -97.496396 30.283198, -97.491142 30.280798))",30.285935,-97.491459,578,784.26,75982,middle,30.84,0.7964,0.905,0.806,1.094,9.808,0.0659,2,0,0,0,0,0,0,0,0,0,15.114,0.4146,0.0,0.1288,agricultural,27.26,14.91,0.0,X,False,0.7537,43.6,0.8885,4.1
88489e388dfffff,"POLYGON((-97.475380 30.273596, -97.470444 30.276333, -97.470760 30.281470, -97.476013 30.283871, -97.480951 30.281134, -97.480634 30.275997, -97.475380 30.273596))",30.278734,-97.475697,370,502.04,76987,middle,35.03,1.0,0.8281,0.221,0.3,11.215,0.0,4,0,0,0,0,0,1,1,0,0,17.095,0.3968,0.1714,0.0608,industrial,22.76,36.96,0.0,X,False,0.8786,52.6,0.7468,3.7
88489e3891fffff,"POLYGON((-97.502287 30.295873, -97.497349 30.298610, -97.497667 30.303747, -97.502922 30.306147, -97.507860 30.303410, -97.507542 30.298273, -97.502287 30.295873))",30.30101,-97.502604,619,839.89,71279,middle,44.16,0.7148,0.9349,1.562,2.119,9.066,0.0516,5,0,0,0,1,0,0,1,0,0,14.711,0.3832,0.2171,0.0705,residential,17.92,15.26,33.91,X,False,0.8647,58.0,0.6232,2.9
88489e3893fffff,"POLYGON((-97.507860 30.303410, -97.502922 30.306147, -97.503240 30.311284, -97.508497 30.313684, -97.513435 30.310947, -97.513117 30.305809, -97.507860 30.303410))",30.308547,-97.508179,832,1128.9,79859,middle,40.1,0.8108,0.8188,1.048,1.423,8.264,0.0982,5,0,0,0,1,0,0,0,0,0,14.289,0.4618,0.0,0.1124,industrial,0.0,20.4,6.29,X,False,0.8119,45.3,0.8378,4.0
88489e3895fffff,"POLYGON((-97.492094 30.296209, -97.487156 30.298946, -97.487473 30.304083, -97.492728 30.306483, -97.497667 30.303747, -97.497349 30.298610, -97.492094 30.296209))",30.301346,-97.492411,526,713.7,74136,middle,42.02,0.8178,0.872,0.221,0.3,9.595,0.0294,5,0,0,0,0,2,2,2,0,0,15.582,0.4214,0.3956,0.0536,industrial,4.42,33.76,26.3,X,False,0.7548,53.7,0.7012,4.0
88489e3897fffff,"POLYGON((-97.497667 30.303747, -97.492728 30.306483, -97.493046 30.311620, -97.498302 30.314020, -97.503240 30.311284, -97.502922 30.306147, -97.497667 30.303747))",30.308884,-97.497984,811,1100.41,71682,middle,40.76,0.8284,0.9164,0.221,0.3,9.188,0.1065,5,0,0,0,1,0,1,1,0,0,14.548,0.4736,0.1664,0.0426,industrial,22.06,38.89,0.0,X,False,0.7906,47.6,0.8037,4.4
88489e3899fffff,"POLYGON((-97.506906 30.287998, -97.501969 30.290735, -97.502287 30.295873, -97.507542 30.298273, -97.512480 30.295535, -97.512162 30.290398, -97.506906 30.287998))",30.293135,-97.507224,380,515.6,75653,middle,36.4,0.9568,0.9038,1.546,2.097,8.281,0.1576,4,0,0,0,2,0,1,1,0,0,13.359,0.4675,0.1585,0.018,commercial,32.29,22.97,14.35,X,False,0.8421,41.9,0.8943,4.9
88489e389bfffff,"POLYGON((-97.512480 30.295535, -97.507542 30.298273, -97.507860 30.303410, -97.513117 30.305809, -97.518055 30.303072, -97.517736 30.297935, -97.512480 30.295535))",30.300672,-97.512798,372,504.75,82338,middle,42.61,0.5778,0.8077,0.221,0.3,7.966,0.0582,8,1,1,1,2,0,0,0,1,1,13.654,0.6162,0.0657,0.1005,residential,0.0,22.76,38.85,X,False,0.8025,54.2,0.7366,4.2
88489e389dfffff,"POLYGON((-97.496714 30.288335, -97.491776 30.291072, -97.492094 30.296209, -97.497349 30.298610, -97.502287 30.295873, -97.501969 30.290735, -97.496714 30.288335))",30.293473,-97.497031,662,898.24,63099,lower_middle,43.69,0.6252,0.9612,0.221,0.3,9.17,0.0529,5,0,0,0,0,1,1,2,0,0,14.965,0.4325,0.3469,0.0773,residential,0.0,15.95,48.68,X,False,0.8116,59.9,0.6743,4.2
88489e38a1fffff,"POLYGON((-97.455948 30.289677, -97.451011 30.292412, -97.451327 30.297548, -97.456580 30.299950, -97.461518 30.297215, -97.461202 30.292078, -97.455948 30.289677))",30.294813,-97.456264,732,993.22,85659,middle,35.94,0.9582,0.7831,0.221,0.3,12.62,0.0317,4,0,0,0,0,0,1,1,0,1,18.309,0.3869,0.1983,0.0842,agricultural,27.33,0.0,4.78,X,False,0.7563,53.1,0.7187,3.6
88489e38a3fffff,"POLYGON((-97.461518 30.297215, -97.456580 30.299950, -97.456896 30.305086, -97.462150 30.307488, -97.467088 30.304753, -97.466771 30.299616, -97.461518 30.297215))",30.302351,-97.461834,374,507.46,80312,middle,37.84,0.8817,0.783,0.483,0.655,12.346,0.0,3,0,0,0,0,0,0,1,0,0,18.529,0.4223,0.181,0.0458,agricultural,6.18,2.19,28.89,X,False,0.9495,58.2,0.6937,2.3
88489e38a5fffff,"POLYGON((-97.445758 30.290010, -97.440821 30.292745, -97.441136 30.297881, -97.446389 30.300283, -97.451327 30.297548, -97.451011 30.292412, -97.445758 30.290010))",30.295146,-97.446074,281,381.28,76851,middle,39.91,0.9277,0.8727,0.221,0.3,13.9,0.0,6,0,0,0,0,0,1,1,0,0,19.724,0.3749,0.1196,0.0643,industrial,0.0,20.65,16.12,X,False,0.9358,51.2,0.8128,4.4
88489e38a7fffff,"POLYGON((-97.451327 30.297548, -97.446389 30.300283, -97.446704 30.305419, -97.451958 30.307821, -97.456896 30.305086, -97.456580 30.299950, -97.451327 30.297548))",30.302685,-97.451642,501,679.78,85945,middle,44.14,0.4959,0.8026,0.221,0.3,13.451,0.0,7,0,1,1,1,0,1,1,0,0,19.063,0.6575,0.1715,0.0326,residential,27.41,5.96,37.86,X,False,0.7688,48.9,0.75,4.4
88489e38a9fffff,"POLYGON((-97.460570 30.281804, -97.455633 30.284540, -97.455948 30.289677, -97.461202 30.292078, -97.466139 30.289343, -97.465823 30.284206, -97.460570 30.281804))",30.286941,-97.460886,514,697.42,56899,lower_middle,35.54,0.9782,0.8972,1.09,1.479,12.536,0.0028,6,0,0,0,0,0,0,1,0,0,18.109,0.4003,0.1794,0.0243,agricultural,0.0,0.0,49.44,X,False,0.8253,46.0,0.854,3.4
88489e38abfffff,"POLYGON((-97.466139 30.289343, -97.461202 30.292078, -97.461518 30.297215, -97.466771 30.299616, -97.471709 30.296880, -97.471393 30.291744, -97.466139 30.289343))",30.294479,-97.466455,582,789.69,70016,middle,40.32,0.8421,0.9508,1.64,2.225,11.947,0.0,5,0,0,0,0,0,0,1,0,2,17.775,0.4252,0.2644,0.0324,agricultural,7.69,17.41,3.43,X,False,0.9338,51.0,0.7448,4.0
